Molecule,Upper Manifold,J',Sym',#',Lower Manifold,"J""","Sym""","#""",Position,Intensity,Eupper,Elower,Spol,A,Width,Branch,Label
AsymmetricTop,Excited,19,E-,3,Ground,18,E-,2,12.122243552079,3.9819204068752E-5,91.1249814042898,79.0027378522108,0.217323296686331,9.3392959084607E-6,0,"rR4,15(18)",Excited v=1 19  5 14 - Ground v=0 18  4 15
AsymmetricTop,Excited,19,E-,4,Ground,18,E-,2,18.4171582204232,2.89487243660077E-6,97.4198960726339,79.0027378522108,0.0157994926348158,2.38105722773579E-6,0,"tR4,15(18)",Excited v=1 19  7 12 - Ground v=0 18  4 15
AsymmetricTop,Excited,19,E-,2,Ground,18,E-,3,-5.99851491387055,8.77996559786269E-6,82.6527365834548,88.6512514973253,0.0573857377995695,2.98809247661025E-7,0,"nR6,13(18)",Excited v=1 19  3 16 - Ground v=0 18  6 13
AsymmetricTop,Excited,19,E-,3,Ground,18,E-,3,2.47372990696442,0.000232932019000052,91.1249814042898,88.6512514973253,1.52244056294654,5.55975969645017E-7,0,"pR6,13(18)",Excited v=1 19  5 14 - Ground v=0 18  6 13
AsymmetricTop,Excited,19,E-,4,Ground,18,E-,3,8.7686445753086,0.000222769976419663,97.4198960726339,88.6512514973253,1.45602158846124,2.36823093933608E-5,0,"rR6,13(18)",Excited v=1 19  7 12 - Ground v=0 18  6 13
AsymmetricTop,Excited,19,E-,5,Ground,18,E-,3,20.0790036614048,2.55893664297516E-6,108.73025515873,88.6512514973253,0.0167251756971838,3.26629947407069E-6,0,"tR6,13(18)",Excited v=1 19  9 10 - Ground v=0 18  6 13
AsymmetricTop,Excited,19,E-,3,Ground,18,E-,4,-8.08510036799412,2.98499162411505E-6,91.1249814042898,99.2100817722839,0.0237650599766597,3.03007931671383E-7,0,"nR8,11(18)",Excited v=1 19  5 14 - Ground v=0 18  8 11
AsymmetricTop,Excited,19,E-,4,Ground,18,E-,4,-1.79018569964994,8.64392147091084E-5,97.4198960726339,99.2100817722839,0.688187231515712,9.52488403342149E-8,0,"pR8,11(18)",Excited v=1 19  7 12 - Ground v=0 18  8 11
AsymmetricTop,Excited,19,E-,5,Ground,18,E-,4,9.52017338644625,0.00031642260818624,108.73025515873,99.2100817722839,2.5192038063914,5.24392792015516E-5,0,"rR8,11(18)",Excited v=1 19  9 10 - Ground v=0 18  8 11
AsymmetricTop,Excited,19,E-,5,Ground,18,E-,5,-4.73824123060709,4.89566575939273E-5,108.73025515873,113.468496389337,0.508761493904558,1.30564338247421E-6,0,"pR10,9(18)",Excited v=1 19  9 10 - Ground v=0 18 10  9
AsymmetricTop,Excited,19,E-,6,Ground,18,E-,5,10.5822136124624,0.00030735337377534,124.0507100018,113.468496389337,3.19404079615812,9.13122125779784E-5,0,"rR10,9(18)",Excited v=1 19 11  8 - Ground v=0 18 10  9
AsymmetricTop,Excited,19,E-,6,Ground,18,E-,6,-7.4936397278173,2.32307734665363E-5,124.0507100018,131.544349729617,0.338416274199723,3.43548854073765E-6,0,"pR12,7(18)",Excited v=1 19 11  8 - Ground v=0 18 12  7
AsymmetricTop,Excited,19,E-,7,Ground,18,E-,6,11.4244584614444,0.000262702712206234,142.968808191061,131.544349729617,3.8269441701999,0.000137663190579386,0,"rR12,7(18)",Excited v=1 19 13  6 - Ground v=0 18 12  7
AsymmetricTop,Excited,19,E-,7,Ground,18,E-,7,-10.3723684729933,9.07375637534326E-6,142.968808191061,153.341176664055,0.198634822876807,5.34746600479665E-6,0,"pR14,5(18)",Excited v=1 19 13  6 - Ground v=0 18 14  5
AsymmetricTop,Excited,19,E-,8,Ground,18,E-,7,12.0707390335419,0.000203883072713848,165.411915697596,153.341176664055,4.46323180399058,0.000189369425074185,0,"rR14,5(18)",Excited v=1 19 15  4 - Ground v=0 18 14  5
AsymmetricTop,Excited,19,E-,8,Ground,18,E-,8,-13.4103718229276,2.69064755957724E-6,165.411915697596,178.822287520524,0.09482081018524,5.51677098610869E-6,0,"pR16,3(18)",Excited v=1 19 15  4 - Ground v=0 18 16  3
AsymmetricTop,Excited,19,E-,9,Ground,18,E-,8,12.529717583082,0.000145249973506574,191.352005103606,178.822287520524,5.11873809643133,0.000242910110352791,0,"rR16,3(18)",Excited v=1 19 17  2 - Ground v=0 18 16  3
AsymmetricTop,Excited,19,E-,10,Ground,18,E-,9,12.8043067214911,9.54747509994404E-5,220.776024700963,207.971717979472,5.80072500736673,0.000293771269371395,0,"rR18,1(18)",Excited v=1 19 19  0 - Ground v=0 18 18  1
AsymmetricTop,Excited,18,O-,1,Ground,18,O+,1,-9.64200886997451,0.000177761193287034,63.7111855338458,73.3531944038203,0.872980943383678,1.98988996514689E-5,0,"pQ1,17(18)",Excited v=1 18  0 18 - Ground v=0 18  1 17
AsymmetricTop,Excited,18,O-,2,Ground,18,O+,1,1.66492204733522,0.000353404492899384,75.0181164511555,73.3531944038203,1.73556096188649,2.03677616728481E-7,0,"rQ1,17(18)",Excited v=1 18  2 16 - Ground v=0 18  1 17
AsymmetricTop,Excited,18,O-,3,Ground,18,O+,1,9.23800939469972,2.8012663206793E-6,82.59120379852,73.3531944038203,0.0137569515037336,2.75790386509672E-7,0,"tQ1,17(18)",Excited v=1 18  4 14 - Ground v=0 18  1 17
AsymmetricTop,Excited,18,O-,2,Ground,18,O+,2,-8.61527740712872,0.00043989322636598,75.0181164511555,83.6333938582842,2.61781312837778,4.25665211606884E-5,0,"pQ3,15(18)",Excited v=1 18  2 16 - Ground v=0 18  3 15
AsymmetricTop,Excited,18,O-,3,Ground,18,O+,2,-1.04219005976422,0.000651178391680229,82.59120379852,83.6333938582842,3.87517524818214,1.11545960085342E-7,0,"rQ3,15(18)",Excited v=1 18  4 14 - Ground v=0 18  3 15
AsymmetricTop,Excited,18,O-,4,Ground,18,O+,2,5.41022587050089,2.85776882863727E-5,89.0436197287851,83.6333938582842,0.170066377681645,6.84835666284441E-7,0,"tQ3,15(18)",Excited v=1 18  6 12 - Ground v=0 18  3 15
AsymmetricTop,Excited,18,O-,2,Ground,18,O+,3,-14.7268329679449,1.25345548928691E-5,75.0181164511555,89.7449494191004,0.0836171581209775,6.79117942595061E-6,0,"nQ5,13(18)",Excited v=1 18  2 16 - Ground v=0 18  5 13
AsymmetricTop,Excited,18,O-,3,Ground,18,O+,3,-7.15374562058044,0.000723694253138732,82.59120379852,89.7449494191004,4.82771485011964,4.49431810346274E-5,0,"pQ5,13(18)",Excited v=1 18  4 14 - Ground v=0 18  5 13
AsymmetricTop,Excited,18,O-,4,Ground,18,O+,3,-0.701329690315319,0.000575431762798724,89.0436197287851,89.7449494191004,3.83866592065002,3.36719842890455E-8,0,"rQ5,13(18)",Excited v=1 18  6 12 - Ground v=0 18  5 13
