frequency,intensity,lower_state,upper_state
-0.16533632853293057,0.009513241552896326,"(1, 20, 3)","(2, 20, 2)"
-0.15643288514177556,0.0002823639260289274,"(0, 12, 1)","(1, 11, 0)"
-0.15389382936768925,0.011073117538503666,"(2, 19, 1)","(2, 19, 0)"
-0.1529198237646341,0.006712596773182617,"(3, 21, 1)","(3, 21, 0)"
-0.15173542369656445,0.026553679029625472,"(1, 13, 2)","(2, 13, 3)"
-0.1507357077940128,0.001384720398933783,"(3, 23, 1)","(3, 24, 0)"
-0.14974805475901576,0.019579859086072973,"(2, 15, 3)","(2, 15, 2)"
-0.14943820862373514,1.1817258669321547e-05,"(11, 27, 1)","(11, 27, 0)"
-0.14943820862373514,1.1817258669318538e-05,"(11, 27, 2)","(12, 27, 3)"
-0.1409868452199987,0.0008689677323320621,"(6, 26, 1)","(7, 26, 0)"
-0.14098656133086251,0.0008689677355284899,"(6, 26, 2)","(6, 26, 3)"
-0.13280307383001144,0.00015341291274746684,"(0, 12, 2)","(1, 11, 3)"
-0.12870940917414408,0.002790124829547641,"(1, 6, 1)","(0, 7, 0)"
-0.12576403764435895,0.0024929035742578573,"(5, 24, 0)","(5, 24, 1)"
-0.12524146907639988,0.002492914650724011,"(4, 24, 3)","(5, 24, 2)"
-0.10890803319246345,0.0004174486327981115,"(3, 10, 1)","(3, 9, 0)"
-0.10890486289993362,0.0004174486268763546,"(3, 10, 2)","(4, 9, 3)"
-0.09931081425432353,0.004943864131552047,"(4, 22, 0)","(4, 22, 1)"
-0.09666511388365606,0.00251067860881402,"(1, 8, 1)","(0, 9, 0)"
-0.09627702186375586,0.0027411636008495633,"(1, 26, 0)","(1, 26, 1)"
-0.094917529815433,0.0009855077107028582,"(2, 7, 3)","(2, 6, 2)"
-0.09091815659169811,0.0027410204349352053,"(1, 26, 2)","(1, 26, 3)"
-0.09020856923203979,0.00018974129793993983,"(1, 13, 3)","(2, 12, 2)"
-0.08926084341561946,0.000985197853344429,"(1, 7, 0)","(2, 6, 1)"
-0.07580252237039531,0.004943955183577954,"(3, 22, 3)","(4, 22, 2)"
-0.07529485033734318,0.002800274346337389,"(2, 17, 0)","(2, 18, 1)"
-0.06524707564398113,0.003553681942600931,"(4, 23, 2)","(5, 23, 3)"
-0.06415513150886909,0.0002924113481710453,"(8, 27, 3)","(8, 27, 2)"
-0.06415513149204344,0.00029241134817107575,"(7, 27, 0)","(8, 27, 1)"
-0.06149791400969207,0.003553756323414713,"(4, 23, 1)","(4, 23, 0)"
-0.05419663362194882,0.0028359529557959013,"(1, 7, 2)","(0, 8, 3)"
-0.05261315794083998,0.009858165481020595,"(3, 19, 3)","(3, 19, 2)"
-0.04236968472288538,0.013935855441881573,"(2, 17, 2)","(3, 17, 3)"
-0.03398830442881007,0.0005628118925717524,"(3, 9, 3)","(3, 8, 2)"
-0.033944842829619404,0.0005628115726804573,"(2, 9, 0)","(3, 8, 1)"
-0.030150737919164783,0.0037420898039399295,"(2, 12, 2)","(2, 13, 3)"
-0.028241369279875528,0.0007486965203136734,"(2, 8, 1)","(2, 7, 0)"
-0.027706222284702875,0.000748685446477,"(2, 8, 2)","(3, 7, 3)"
-0.020809641677075774,6.209477600459408e-05,"(5, 12, 0)","(5, 11, 1)"
-0.020809641570565418,6.209477600461122e-05,"(4, 12, 3)","(5, 11, 2)"
-0.0019338895394316324,0.0012895353488103,"(0, 2, 3)","(0, 3, 2)"
0.004487189891165144,2.128567847074971e-05,"(11, 27, 3)","(11, 27, 2)"
0.004487189891449361,2.1285678470751308e-05,"(10, 27, 0)","(11, 27, 1)"
0.005282608017239454,5.887739483220371e-06,"(0, 27, 1)","(1, 26, 0)"
0.005555590651567854,5.887723029422413e-06,"(0, 27, 3)","(1, 26, 2)"
0.008956787986903691,1.7202481091865507e-06,"(12, 26, 1)","(13, 26, 0)"
0.008956787986903691,1.7202481091870602e-06,"(12, 26, 2)","(12, 26, 3)"
0.01439468207831851,0.011020526145937551,"(1, 19, 0)","(2, 19, 1)"
0.015347548266468891,0.0035634845957714938,"(1, 8, 3)","(1, 9, 2)"
0.02529688225650517,0.024413687713492137,"(1, 13, 3)","(1, 13, 2)"
0.03405922322009047,0.02775816923648123,"(1, 12, 0)","(1, 12, 1)"
0.06788294981413401,0.00020442688763746617,"(8, 27, 2)","(9, 27, 3)"
0.06788294981441823,0.00020442688763745164,"(8, 27, 1)","(8, 27, 0)"
0.06834126082546277,0.0033426883189193275,"(1, 25, 3)","(1, 25, 2)"
0.06976335021921098,0.000749185784506893,"(1, 4, 0)","(1, 3, 1)"
0.07483293177156725,1.1708314155583703e-06,"(4, 30, 1)","(5, 29, 0)"
0.07778013826433039,0.00011886524001517146,"(0, 13, 1)","(1, 12, 0)"
0.07785641372490204,0.003342336374811923,"(1, 25, 1)","(1, 25, 0)"
0.0817471307778348,0.02089401548311668,"(1, 14, 0)","(1, 14, 1)"
0.1071422356504863,0.0007976305874828576,"(0, 3, 1)","(1, 2, 0)"
0.11176888934369344,3.6178537041440464e-05,"(10, 27, 1)","(10, 27, 0)"
0.11176888934380713,3.6178537041439956e-05,"(10, 27, 2)","(11, 27, 3)"
0.11761140601192466,0.03010670430574426,"(1, 11, 3)","(1, 11, 2)"
0.1276097075850089,8.916189168098908e-05,"(1, 15, 2)","(2, 14, 3)"
0.12871952841891243,0.0013245229564493868,"(6, 25, 3)","(6, 25, 2)"
0.12872235040151736,0.001324523000890678,"(5, 25, 0)","(6, 25, 1)"
0.1291464208175057,1.597422379823387e-05,"(2, 23, 1)","(4, 22, 0)"
0.14310412675592943,0.0006489874497658288,"(7, 26, 0)","(7, 26, 1)"
0.14310413539931233,0.0006489874498429194,"(6, 26, 3)","(7, 26, 2)"
0.15074470975838494,0.00013910795567393522,"(9, 27, 3)","(9, 27, 2)"
0.15074470975849863,0.00013910795567391774,"(8, 27, 0)","(9, 27, 1)"
0.1562465696245141,0.002894690705125898,"(1, 5, 1)","(1, 6, 0)"
0.1601168952126386,7.451156646130628e-06,"(0, 26, 2)","(1, 25, 3)"
0.16063397994929574,7.451112876713114e-06,"(0, 26, 0)","(1, 25, 1)"
0.16969370791531446,0.0009348562126360277,"(0, 30, 1)","(1, 30, 0)"
0.1697131188013259,0.0009348561232185879,"(0, 30, 3)","(1, 30, 2)"
0.17215063467847358,5.876419253993983e-05,"(9, 27, 0)","(10, 27, 1)"
0.1721506346786441,5.8764192539944344e-05,"(10, 27, 3)","(10, 27, 2)"
0.18241827333646654,0.017733462143978886,"(1, 15, 3)","(1, 15, 2)"
0.18445725161237547,0.0002576418991278884,"(0, 11, 2)","(1, 10, 3)"
0.18518520262391114,0.0007227256286904855,"(0, 4, 3)","(1, 3, 2)"
0.18529393939832062,9.191104680337873e-05,"(9, 27, 1)","(9, 27, 0)"
0.18529393939837746,9.191104680339358e-05,"(9, 27, 2)","(10, 27, 3)"
0.20954096671182754,0.01257307402746097,"(1, 18, 3)","(2, 18, 2)"
0.21113895322578458,0.012258565552829009,"(2, 18, 2)","(2, 18, 3)"
0.21122283353034277,0.004047993049874957,"(1, 24, 0)","(1, 24, 1)"
0.2279063276342299,0.0040471338231619115,"(1, 24, 2)","(1, 24, 3)"
0.23535333529653713,1.0463444263491483e-05,"(1, 24, 3)","(3, 23, 2)"
0.23596986149556187,0.001313307489433756,"(3, 24, 2)","(3, 25, 3)"
0.23716301200394696,8.800753968394669e-05,"(4, 11, 2)","(4, 10, 3)"
0.2371630139417107,8.800753968469369e-05,"(4, 11, 1)","(5, 10, 0)"
0.24180690078572553,0.025733963606284195,"(1, 12, 1)","(2, 12, 0)"
0.24762586865205094,0.009774252794646034,"(2, 19, 0)","(3, 19, 1)"
0.25619933310838405,5.129510244555073e-06,"(11, 26, 3)","(12, 26, 2)"
0.2561993331085546,5.129510244555662e-06,"(12, 26, 0)","(12, 26, 1)"
0.26766425920700954,9.471186938559893e-05,"(0, 14, 2)","(1, 13, 3)"
0.27416749575582244,0.030699315982953015,"(1, 10, 0)","(1, 10, 1)"
0.28258561911496827,7.069134945393792e-06,"(1, 25, 0)","(3, 24, 1)"
0.2956583061412914,9.383012277701057e-06,"(0, 25, 1)","(1, 24, 0)"
0.29663036564575407,9.382896577835443e-06,"(0, 25, 3)","(1, 24, 2)"
0.2996914654449796,0.015100256833099308,"(1, 16, 0)","(1, 16, 1)"
0.3073548833157105,0.007466753453858992,"(3, 20, 1)","(4, 20, 0)"
0.3267790338238399,0.001967929346563435,"(5, 24, 1)","(6, 24, 0)"
0.32680514731956123,0.0019679298851764293,"(5, 24, 2)","(5, 24, 3)"
0.33098965843676353,0.00486825117370199,"(1, 23, 3)","(1, 23, 2)"
0.3311765504511044,0.002752457146383346,"(2, 18, 3)","(2, 19, 2)"
0.3357556276896787,1.4297673852059122e-05,"(1, 23, 0)","(3, 22, 1)"
0.3437426715300518,2.0993399679447345e-05,"(2, 20, 1)","(3, 19, 0)"
0.3444878878571558,0.0005453690805886387,"(1, 5, 2)","(1, 4, 3)"
0.3598241962172324,0.004866164447278065,"(1, 23, 1)","(1, 23, 0)"
0.360549275299352,0.000544380593390834,"(1, 5, 1)","(2, 4, 0)"
0.3736093855267768,0.00047344928654102845,"(7, 26, 1)","(8, 26, 0)"
0.3736093857402807,0.00047344928654247375,"(7, 26, 2)","(7, 26, 3)"
0.3738812030361345,0.007463368034156899,"(3, 20, 2)","(3, 20, 3)"
0.37705323882050834,0.003960565537637385,"(2, 13, 1)","(2, 14, 0)"
0.39042784732053826,0.0037656754888856104,"(0, 1, 1)","(0, 2, 0)"
0.4007539725146785,0.0011639502241593427,"(0, 29, 2)","(1, 29, 3)"
0.4007916028567706,0.0011639499898603793,"(0, 29, 0)","(1, 29, 1)"
0.4069722319452609,0.012932707179015695,"(1, 17, 3)","(1, 17, 2)"
0.4070353381354508,0.01937809495354487,"(2, 14, 0)","(2, 14, 1)"
0.41149432217537196,1.1665388373316269e-06,"(4, 30, 2)","(6, 29, 3)"
0.41171933060489607,1.175943619541129e-05,"(0, 24, 2)","(1, 23, 3)"
0.4135314082522399,1.1759132198226973e-05,"(0, 24, 0)","(1, 23, 1)"
0.42285270127419494,0.014095889742833783,"(1, 17, 0)","(2, 17, 1)"
0.4235563127375954,7.670856448329753e-05,"(0, 15, 1)","(1, 14, 0)"
0.4256001159456275,0.005814471290331476,"(1, 22, 0)","(1, 22, 1)"
0.42716917568417045,0.00012262038038989654,"(4, 10, 0)","(4, 9, 1)"
0.42716920954013915,0.00012262038039490876,"(3, 10, 3)","(4, 9, 2)"
0.4409817400813836,2.4754741634447307e-06,"(3, 28, 3)","(5, 27, 2)"
0.44549286815985767,0.009200240685347565,"(0, 1, 3)","(0, 1, 2)"
0.4491773493885951,0.004260412227506915,"(1, 9, 0)","(1, 10, 1)"
0.4514159884602975,0.002850505796285017,"(5, 23, 3)","(5, 23, 2)"
0.45163810325888676,0.002850511211690122,"(4, 23, 0)","(5, 23, 1)"
0.4572428345853723,1.1275100210663248e-05,"(11, 26, 2)","(11, 26, 3)"
0.45724283458542914,1.1275100210665036e-05,"(11, 26, 1)","(12, 26, 0)"
0.4611184046844983,0.005548730061987202,"(4, 21, 3)","(4, 21, 2)"
0.46337861390551893,0.0010063474498990647,"(6, 25, 2)","(7, 25, 3)"
0.46337871017885846,0.0010063474511508512,"(6, 25, 1)","(6, 25, 0)"
0.465629305483219,5.033432235352953e-06,"(3, 26, 2)","(5, 25, 3)"
0.4692042520723785,0.0031621231142224546,"(0, 3, 0)","(0, 4, 1)"
0.4726910816671648,0.005548819712640002,"(3, 21, 0)","(4, 21, 1)"
0.47461227793425564,0.005809416749059963,"(1, 22, 2)","(1, 22, 3)"
0.4760913618864264,0.013889322333104182,"(0, 2, 0)","(0, 2, 1)"
0.48528521788990986,0.011105916945713784,"(1, 18, 0)","(1, 18, 1)"
0.4877792118377329,4.439229894292633e-06,"(1, 26, 3)","(3, 25, 2)"
0.49216050701534186,0.006897464000970898,"(1, 21, 3)","(1, 21, 2)"
0.4934172227961504,0.02924264550681525,"(1, 9, 3)","(1, 9, 2)"
0.4991798252677029,0.0040263928589099615,"(4, 22, 1)","(5, 22, 0)"
0.5008870662129539,0.0040264325368868994,"(4, 22, 2)","(4, 22, 3)"
0.5048015990848178,0.0004077524249371594,"(2, 6, 0)","(2, 5, 1)"
0.5063623700556121,0.00040771873116175403,"(1, 6, 3)","(2, 5, 2)"
0.508017123712861,1.4670693162308232e-05,"(0, 23, 1)","(1, 22, 0)"
0.5113636795406649,1.4669898926945382e-05,"(0, 23, 3)","(1, 22, 2)"
0.5256218123301011,0.009522547040331768,"(1, 19, 3)","(1, 19, 2)"
0.5268953956905591,0.008128555364803875,"(1, 20, 0)","(1, 20, 1)"
0.5362433536201792,0.010672690316272496,"(3, 18, 0)","(3, 18, 1)"
0.5364094434475932,0.016640242943362395,"(0, 3, 3)","(0, 3, 2)"
0.5406039696423974,6.259445644730917e-05,"(0, 16, 2)","(1, 15, 3)"
0.5491607326365298,0.0001682428085778172,"(3, 9, 2)","(3, 8, 3)"
0.5491612949491014,0.00016824280818281988,"(3, 9, 1)","(4, 8, 0)"
0.552853708361738,0.0003368536105022143,"(8, 26, 0)","(8, 26, 1)"
0.5528537083657739,0.0003368536105022241,"(7, 26, 3)","(8, 26, 2)"
0.5529012624417486,0.028193312179902,"(0, 7, 2)","(1, 7, 3)"
0.5601793560235961,0.014534769145450398,"(2, 16, 1)","(3, 16, 0)"
0.5627205780897491,0.027318610739757485,"(0, 8, 1)","(1, 8, 0)"
0.5678821004428158,1.8032902573849785e-05,"(1, 22, 3)","(3, 21, 2)"
0.5707366342478224,9.578126854200725e-06,"(2, 24, 3)","(4, 23, 2)"
0.5738485966040372,0.006885209207923586,"(1, 21, 1)","(1, 21, 0)"
0.5841150024708099,1.822400601258338e-05,"(0, 22, 2)","(1, 21, 3)"
0.5851149492477816,0.013321874212229409,"(2, 17, 1)","(2, 17, 0)"
0.5886030565598546,0.00030558491955535853,"(2, 7, 2)","(2, 6, 3)"
0.5887275284829698,0.0003055839081469604,"(2, 7, 1)","(3, 6, 0)"
0.5902308827987213,1.8221941484001014e-05,"(0, 22, 0)","(1, 21, 1)"
0.5919271235952124,0.0012559610579975713,"(3, 25, 1)","(3, 26, 0)"
0.5990476119068653,0.00020573905341434419,"(0, 10, 1)","(1, 9, 0)"
0.6003995496049299,5.1091205180269314e-06,"(3, 25, 2)","(4, 24, 3)"
0.6025655228103215,0.026815142124547477,"(0, 6, 1)","(1, 6, 0)"
0.6030472683508847,0.00022785382410323628,"(3, 8, 0)","(3, 7, 1)"
0.6030560138424832,0.0002278537990912917,"(2, 8, 3)","(3, 7, 2)"
0.6119557363234662,2.1652886456654614e-05,"(11, 26, 0)","(11, 26, 1)"
0.6119557363236936,2.165288645665288e-05,"(10, 26, 3)","(11, 26, 2)"
0.6129199222405077,0.0014390997028996633,"(0, 28, 1)","(1, 28, 0)"
0.6129924787184962,0.0014390990940337288,"(0, 28, 3)","(1, 28, 2)"
0.6200706194199697,5.1193635956941516e-05,"(0, 17, 1)","(1, 16, 0)"
0.62545695242612,0.0041784013841201185,"(1, 6, 2)","(1, 7, 3)"
0.6358548315898851,0.02495603231457639,"(0, 9, 2)","(1, 9, 3)"
0.6393302637377047,2.254727258349177e-05,"(0, 21, 1)","(1, 20, 0)"
0.6394471643536885,0.017328324544879894,"(0, 4, 0)","(0, 4, 1)"
0.642921044871148,0.00012680839833894336,"(0, 12, 0)","(1, 11, 1)"
0.6439528368931491,0.00010786043839317432,"(0, 13, 3)","(1, 12, 2)"
0.6455861110267023,0.00012762224935026657,"(1, 12, 0)","(2, 11, 1)"
0.6503749504986018,2.2541928612725713e-05,"(0, 21, 3)","(1, 20, 2)"
0.6550855518056835,0.015498358263614743,"(1, 16, 3)","(2, 16, 2)"
0.6596781896511175,9.03860531185955e-05,"(0, 14, 0)","(1, 13, 1)"
0.6598595063823467,0.008098711062964645,"(1, 20, 2)","(1, 20, 3)"
0.6646362956912597,0.024080345535234554,"(1, 11, 2)","(2, 11, 3)"
0.665239538114605,0.0001455033120666033,"(0, 11, 3)","(1, 10, 2)"
0.6658941466773172,4.185154465606231e-05,"(0, 18, 2)","(1, 17, 3)"
0.6725954524066395,2.7794167063174738e-05,"(0, 20, 2)","(1, 19, 3)"
0.6820625515263927,7.505619252854195e-05,"(0, 15, 3)","(1, 14, 2)"
0.6822659296949496,3.41515749365025e-05,"(0, 19, 1)","(1, 18, 0)"
0.6823751708874966,0.00023329753522676575,"(8, 26, 2)","(8, 26, 3)"
0.6823751708876671,0.00023329753522679885,"(8, 26, 1)","(9, 26, 0)"
0.6922710513460686,2.7780373785790817e-05,"(0, 20, 0)","(1, 19, 1)"
0.7009706177048409,0.023094884394920856,"(0, 5, 2)","(1, 5, 3)"
0.7040812901109703,6.196766139709384e-05,"(0, 16, 0)","(1, 15, 1)"
0.710219314668521,0.010632377951480547,"(2, 18, 3)","(3, 18, 2)"
0.7136835604818828,0.0015208153706874096,"(6, 24, 0)","(6, 24, 1)"
0.7136845718189875,0.001520815388925326,"(5, 24, 3)","(6, 24, 2)"
0.7167662571434334,3.411600064669589e-05,"(0, 19, 3)","(1, 18, 2)"
0.719732691769039,0.0001605915531327963,"(0, 10, 0)","(1, 9, 1)"
0.7199650515771125,5.095455230049251e-05,"(0, 17, 3)","(1, 16, 2)"
0.7201688420025789,3.831713756409972e-05,"(10, 26, 1)","(11, 26, 0)"
0.7201688420026358,3.831713756410069e-05,"(10, 26, 2)","(10, 26, 3)"
0.7252666368937213,4.175958982518659e-05,"(0, 18, 0)","(1, 17, 1)"
0.7358536723845077,0.0094495231567894,"(1, 19, 1)","(1, 19, 0)"
0.7425835859008885,0.0007470347062062332,"(7, 25, 3)","(7, 25, 2)"
0.7425835885295271,0.000747034706233198,"(6, 25, 0)","(7, 25, 1)"
0.752651767113619,0.00273010258939548,"(2, 19, 0)","(2, 20, 1)"
0.7582807534499736,0.02609613035562281,"(1, 8, 0)","(1, 8, 1)"
0.7632255735929903,0.0001568918915906249,"(9, 26, 0)","(9, 26, 1)"
0.7632255735933882,0.00015689189159060108,"(8, 26, 3)","(9, 26, 2)"
0.7653069728579887,0.02207826454472407,"(0, 10, 1)","(1, 10, 0)"
0.7816618545620031,6.398265779178815e-05,"(9, 26, 3)","(10, 26, 2)"
0.7816618545622305,6.398265779179073e-05,"(10, 26, 0)","(10, 26, 1)"
0.7931212481016905,0.01651002206441235,"(0, 5, 3)","(0, 5, 2)"
0.7961440005972804,0.00010210142351696991,"(9, 26, 2)","(9, 26, 3)"
0.7961440005973941,0.00010210142351695616,"(9, 26, 1)","(10, 26, 0)"
0.8033216773882401,3.613476573938785e-05,"(2, 17, 3)","(3, 16, 2)"
0.8059527057491351,0.010927892895848765,"(1, 18, 2)","(1, 18, 3)"
0.8061482754686722,0.0017669064122326564,"(0, 27, 2)","(1, 27, 3)"
0.8062873520689777,0.0017669048430724468,"(0, 27, 0)","(1, 27, 1)"
0.8074745547576376,0.008286582352485585,"(0, 2, 2)","(0, 3, 3)"
0.8114407626036169,0.004181035726306243,"(2, 14, 2)","(2, 15, 3)"
0.8149518477346085,0.00016680346319803012,"(0, 9, 3)","(1, 8, 2)"
0.821910641124597,0.006184504895801098,"(0, 0, 0)","(0, 1, 1)"
0.8330003578365339,0.017732873875727667,"(0, 4, 1)","(1, 4, 0)"
0.8393584946716715,3.2405031980971e-06,"(11, 25, 0)","(12, 25, 1)"
0.8393584946717283,3.24050319809692e-06,"(12, 25, 3)","(12, 25, 2)"
0.8411543191780027,0.008187567069251884,"(3, 19, 2)","(4, 19, 3)"
0.8445946185737938,1.6269805002936723e-05,"(2, 22, 2)","(4, 21, 3)"
0.8511771221978108,2.631569259232693e-06,"(1, 27, 0)","(3, 26, 1)"
0.8750505927608572,0.012509336283960204,"(1, 17, 1)","(1, 17, 0)"
0.8753488804369738,0.00818608581099328,"(3, 19, 1)","(3, 19, 0)"
0.8915309669161218,0.0012024970301062034,"(3, 26, 2)","(3, 27, 3)"
0.8932056158191415,0.0022399840858755697,"(5, 23, 2)","(6, 23, 3)"
0.893215543118913,0.0022399843185975992,"(5, 23, 1)","(5, 23, 0)"
0.9047781602009195,0.016684938379053205,"(1, 15, 0)","(2, 15, 1)"
0.9053241761323463,0.004982413157599587,"(1, 10, 3)","(1, 11, 2)"
0.9144979516330807,2.105637712644593e-05,"(1, 21, 0)","(3, 20, 1)"
0.9326033073590949,0.019068471098766426,"(2, 13, 3)","(2, 13, 2)"
0.9327843832267746,0.019373334617851224,"(0, 11, 2)","(1, 11, 3)"
0.9353695586711126,0.0055553613911837815,"(0, 4, 3)","(0, 5, 2)"
0.9484607716819085,0.014148141838746998,"(1, 16, 2)","(1, 16, 3)"
0.9587915013225583,0.00015782071373418005,"(0, 8, 0)","(1, 7, 1)"
0.9612660987186956,0.014213734061325799,"(2, 16, 2)","(2, 16, 3)"
0.9694063180168087,0.0005409153268604651,"(7, 25, 2)","(8, 25, 3)"
0.96940631807459,0.000540915326860911,"(7, 25, 1)","(7, 25, 0)"
0.9789485421131641,0.011841315425949581,"(0, 3, 2)","(1, 3, 3)"
0.9803816713257163,0.002154277153806357,"(0, 26, 1)","(1, 26, 0)"
0.9806465440046281,0.0021542731432383218,"(0, 26, 3)","(1, 26, 2)"
0.9864387799293155,0.00614501321471137,"(4, 20, 0)","(4, 20, 1)"
0.9918695299995193,0.006145073811946572,"(3, 20, 3)","(4, 20, 2)"
0.9940548061787702,0.015064998032750167,"(0, 6, 0)","(0, 6, 1)"
1.0006365321664248,0.0032158947563414074,"(5, 22, 0)","(5, 22, 1)"
1.0007265147495161,0.003215897238698023,"(4, 22, 3)","(5, 22, 2)"
1.0313667686512247,0.015771513487553644,"(1, 15, 1)","(1, 15, 0)"
1.0335889473439295,0.004501314078256956,"(4, 21, 2)","(5, 21, 3)"
1.0343303087394133,0.004501333764855452,"(4, 21, 1)","(4, 21, 0)"
1.041000785134372,9.492776495219953e-06,"(11, 25, 1)","(11, 25, 0)"
1.0410007851347132,9.492776495218654e-06,"(11, 25, 2)","(12, 25, 3)"
1.0424861465924948,0.0011486523726568965,"(6, 24, 1)","(7, 24, 0)"
1.0424861774679641,0.0011486523731136838,"(6, 24, 2)","(6, 24, 3)"
1.045187205089686,0.02206281394050597,"(1, 7, 3)","(1, 7, 2)"
1.0605546237179482,0.011410167420452758,"(3, 17, 3)","(3, 17, 2)"
1.0854804650609644,0.022081164285605654,"(1, 10, 1)","(2, 10, 0)"
1.0900210223930813,0.00013820313318235205,"(0, 9, 2)","(1, 8, 3)"
1.094383263381431,0.015045627269211811,"(2, 15, 2)","(3, 15, 3)"
1.1011145625899452,0.005652118777878971,"(1, 7, 1)","(1, 8, 0)"
1.1116302965619127,0.0011417967711872244,"(3, 27, 1)","(3, 28, 0)"
1.113481711503617,0.017088426727512613,"(0, 12, 1)","(1, 12, 0)"
1.1155153825130508,0.006156810067953475,"(0, 2, 1)","(1, 2, 0)"
1.1281602712671486,0.01727752618405913,"(1, 14, 2)","(1, 14, 3)"
1.135541175851813,0.0026082786657640935,"(0, 25, 2)","(1, 25, 3)"
1.1360420809605785,0.002608268499799561,"(0, 25, 0)","(1, 25, 1)"
1.1458082179265148,0.0003812949722207955,"(8, 25, 3)","(8, 25, 2)"
1.145808217927197,0.00038129497222074967,"(7, 25, 0)","(8, 25, 1)"
1.1540028433309577,0.009200240685347565,"(0, 1, 3)","(0, 2, 2)"
1.1553852662209465,0.011391320464248138,"(2, 17, 0)","(3, 17, 1)"
1.158106638210203,0.00012949602121605685,"(0, 7, 3)","(1, 6, 2)"
1.1667673626943298,5.611399144051177e-05,"(1, 14, 1)","(2, 13, 0)"
1.1679193269844887,0.0027352299164541266,"(2, 20, 3)","(2, 21, 2)"
1.1683130337491932,0.017567939662926003,"(1, 14, 3)","(2, 14, 2)"
1.196416190314551,2.049878243704464e-05,"(11, 25, 3)","(11, 25, 2)"
1.1964161903146078,2.0498782437050256e-05,"(10, 25, 0)","(11, 25, 1)"
1.2010084122244056,0.013468253447945628,"(0, 3, 1)","(0, 4, 0)"
1.213981681414964,2.4576144387868204e-06,"(4, 27, 3)","(5, 26, 2)"
1.227034543695357,0.013637028500418973,"(0, 7, 3)","(0, 7, 2)"
1.2351425177155306,0.0010651422547606486,"(3, 28, 2)","(3, 29, 3)"
1.2417973025972628,0.0185405008714733,"(1, 13, 1)","(1, 13, 0)"
1.2545386870294237,0.0009696679270201653,"(3, 29, 1)","(3, 30, 0)"
1.2579435508097703,0.004434422635151769,"(2, 15, 1)","(2, 16, 0)"
1.2715138950177192,0.003135953441609044,"(0, 24, 1)","(1, 24, 0)"
1.2724538250845683,0.0031359278835840884,"(0, 24, 3)","(1, 24, 2)"
1.2729111472281716,0.0017211362426483954,"(6, 23, 3)","(6, 23, 2)"
1.2729114903501397,0.0017211362496293973,"(5, 23, 0)","(6, 23, 1)"
1.273092492122828,0.00026100018237400257,"(8, 25, 1)","(8, 25, 0)"
1.2730924921229985,0.0002610001823740148,"(8, 25, 2)","(9, 25, 3)"
1.2765642687765535,9.380792577706536e-06,"(3, 22, 0)","(4, 21, 1)"
1.283608692068448,0.015181260314449755,"(0, 13, 2)","(1, 13, 3)"
1.28631503292047,0.0005742884370127196,"(0, 30, 0)","(0, 30, 1)"
1.2863154929077325,0.0005742884359763462,"(0, 30, 2)","(0, 30, 3)"
1.3054599544321377,3.8673124811614684e-05,"(10, 25, 2)","(11, 25, 3)"
1.305459954432422,3.867312481160757e-05,"(10, 25, 1)","(10, 25, 0)"
1.3173903836401735,0.0008464216466000725,"(7, 24, 0)","(7, 24, 1)"
1.317390384390876,0.000846421646608672,"(6, 24, 3)","(7, 24, 2)"
1.3189007210953108,0.004994359356368585,"(0, 2, 2)","(0, 2, 3)"
1.3262004267195984,0.01788346655941547,"(1, 6, 0)","(1, 6, 1)"
1.3324046773270481,0.014890182555192618,"(2, 15, 1)","(2, 15, 0)"
1.3327190661696022,0.008852400941761911,"(3, 18, 1)","(4, 18, 0)"
1.3493852465808231,0.008851767231313914,"(3, 18, 2)","(3, 18, 3)"
1.352152942149246,0.00017289298857750207,"(9, 25, 3)","(9, 25, 2)"
1.3521529421493597,0.00017289298857752318,"(8, 25, 0)","(9, 25, 1)"
1.3594083429813537,2.2842962687670285e-05,"(1, 20, 3)","(3, 19, 2)"
1.3608507408415846,1.5057151221383406e-06,"(1, 28, 3)","(3, 27, 2)"
1.3627391788916539,0.008073951129522123,"(0, 3, 1)","(0, 3, 0)"
1.3679436984239715,6.723100313866583e-05,"(10, 25, 3)","(10, 25, 2)"
1.3679436984240283,6.723100313866798e-05,"(9, 25, 0)","(10, 25, 1)"
1.370811430215241,0.005778168086256997,"(1, 11, 0)","(1, 12, 1)"
1.3733047055149257,0.019425608273572755,"(1, 12, 2)","(1, 12, 3)"
1.383618940991198,0.00011028632088347491,"(9, 25, 2)","(10, 25, 3)"
1.3836189409913686,0.00011028632088348197,"(9, 25, 1)","(9, 25, 0)"
1.3870396172464297,0.008493160098635735,"(0, 5, 0)","(0, 6, 1)"
1.3881324852146975,0.0037440962481130567,"(0, 23, 2)","(1, 23, 3)"
1.389881083416526,0.0037440325088682574,"(0, 23, 0)","(1, 23, 1)"
1.4033792532881577,0.01865047827754934,"(2, 12, 0)","(2, 12, 1)"
1.4180578117052853,8.535576471390468e-05,"(0, 6, 0)","(1, 5, 1)"
1.423367474063232,0.010118954988891135,"(0, 4, 2)","(0, 4, 3)"
1.4266598863697908,0.013526331341689322,"(0, 14, 1)","(1, 14, 0)"
1.433250849952998,0.002513216227300012,"(5, 22, 1)","(6, 22, 0)"
1.4332544266201523,0.0025132163211494447,"(5, 22, 2)","(5, 22, 3)"
