frequency,intensity,lower_state,upper_state
1.434045851405863,0.01252756451880373,"(0, 2, 0)","(0, 3, 1)"
1.4402603910837755,0.018077797320023733,"(1, 13, 0)","(2, 13, 1)"
1.4509061396840153,7.452031158734562e-05,"(1, 11, 3)","(2, 10, 2)"
1.470265786597741,0.012452848952002877,"(0, 8, 0)","(0, 8, 1)"
1.4744872061549543,0.019999819838365386,"(1, 9, 2)","(2, 9, 3)"
1.4794128864984373,0.0067095555287970034,"(4, 19, 3)","(4, 19, 2)"
1.4818334770527883,0.0067095896629208625,"(3, 19, 0)","(4, 19, 1)"
1.4851415286744896,0.004438993326550816,"(0, 22, 1)","(1, 22, 0)"
1.4883633631123558,0.004438835598966062,"(0, 22, 3)","(1, 22, 2)"
1.5006985076929311,0.0007101270092959781,"(0, 29, 3)","(0, 29, 2)"
1.500699438810841,0.0007101270065005747,"(0, 29, 1)","(0, 29, 0)"
1.5011990314297217,0.011346151701120155,"(0, 5, 1)","(0, 5, 0)"
1.5215282988459364,0.01981033719266625,"(1, 11, 1)","(1, 11, 0)"
1.5225461802771463,0.0035765257001323554,"(5, 21, 3)","(5, 21, 2)"
1.5225807642996756,0.0035765267617792265,"(4, 21, 0)","(5, 21, 1)"
1.5298871830136704,0.01202233653951007,"(3, 16, 0)","(3, 16, 1)"
1.5350388767630534,1.1812694491854933e-06,"(4, 29, 2)","(5, 28, 3)"
1.5353333586117728,0.012029029253499775,"(0, 15, 2)","(1, 15, 3)"
1.539128334792764,0.0049610533631283095,"(4, 20, 1)","(5, 20, 0)"
1.5394340218857963,0.004961062430382163,"(4, 20, 2)","(4, 20, 3)"
1.5409625784188847,0.000607275719678207,"(7, 24, 1)","(8, 24, 0)"
1.5409625784335503,0.0006072757196782824,"(7, 24, 2)","(7, 24, 3)"
1.5537666347980235,9.102725938589294e-06,"(2, 23, 0)","(4, 22, 1)"
1.5537858181703683,0.0027577235233376737,"(2, 21, 0)","(2, 22, 1)"
1.5585033691041836,0.01889252422018491,"(0, 4, 2)","(0, 5, 3)"
1.5606039499164623,0.015382457460553868,"(2, 14, 1)","(3, 14, 0)"
1.5621433196853758,0.005226129331977448,"(0, 21, 2)","(1, 21, 3)"
1.5680156577389823,0.0052257418577205126,"(0, 21, 0)","(1, 21, 1)"
1.5705445375135874,0.007367233421429547,"(1, 8, 2)","(1, 9, 3)"
1.5746087520845382,0.01386028483386769,"(1, 5, 3)","(1, 5, 2)"
1.5784921987901441,0.012013734445307239,"(2, 16, 3)","(3, 16, 2)"
1.5953678580055737,0.011910990912533458,"(0, 6, 2)","(0, 6, 3)"
1.5965962418125628,0.0012906223915820944,"(6, 23, 2)","(7, 23, 3)"
1.596596251119479,0.0012906223917362606,"(6, 23, 1)","(6, 23, 0)"
1.5968212944845739,0.017980359340377217,"(0, 10, 3)","(1, 10, 2)"
1.6002118504794751,0.01715250319842525,"(0, 11, 0)","(1, 11, 1)"
1.6018873772812299,5.951070130499575e-06,"(11, 24, 1)","(12, 24, 0)"
1.6018873772814004,5.9510701305015065e-06,"(11, 24, 2)","(11, 24, 3)"
1.6059993408431126,4.8296272289204914e-06,"(3, 25, 1)","(5, 24, 0)"
1.6089178525682932,0.01834771135483509,"(0, 9, 0)","(1, 9, 1)"
1.6092348463509651,0.01064521127435134,"(0, 16, 1)","(1, 16, 0)"
1.615802182435253,0.016017724746272305,"(0, 12, 3)","(1, 12, 2)"
1.618513092856034,0.00610987229967992,"(0, 20, 1)","(1, 20, 0)"
1.6214903660337683,1.5684633413808164e-05,"(2, 21, 1)","(4, 20, 0)"
1.629085457257574,0.006108926534098045,"(0, 20, 3)","(1, 20, 2)"
1.6379849442767451,0.01810432318921385,"(0, 8, 3)","(1, 8, 2)"
1.6390143684461052,0.01470932636984667,"(0, 13, 0)","(1, 13, 1)"
1.6512495087463037,0.00936168926294532,"(0, 17, 2)","(1, 17, 3)"
1.6527940166677233,7.498474449571777e-05,"(0, 8, 1)","(1, 7, 0)"
1.6532731442168966,0.007093159295346825,"(0, 19, 2)","(1, 19, 3)"
1.664642329191075,0.01332935135660327,"(0, 14, 3)","(1, 14, 2)"
1.6649225962857628,0.008177243338156328,"(0, 18, 1)","(1, 18, 0)"
1.6720396983559596,0.00709086230035522,"(0, 19, 0)","(1, 19, 1)"
1.6727997178892062,0.016329381910573437,"(0, 3, 3)","(0, 4, 2)"
1.6831594994567567,0.019605775497053547,"(1, 10, 2)","(1, 10, 3)"
1.683436222808366,0.017134150801880483,"(0, 7, 0)","(1, 7, 1)"
1.687512908632435,0.011948556381529715,"(0, 15, 0)","(1, 15, 1)"
1.69140721006562,2.4314662682621914e-06,"(3, 27, 0)","(5, 26, 1)"
1.6916967687529691,0.015310949642165124,"(2, 14, 2)","(2, 14, 3)"
1.6963804486081528,0.0008719863637549728,"(0, 28, 0)","(0, 28, 1)"
1.6963823269721274,0.0008719863562692236,"(0, 28, 2)","(0, 28, 3)"
1.6976780940505165,0.004732299388466957,"(2, 16, 2)","(2, 17, 3)"
1.6976883248023427,0.008171679262752661,"(0, 18, 3)","(1, 18, 2)"
1.7029070683621335,0.011478792347832866,"(0, 9, 3)","(0, 9, 2)"
1.703004362537591,0.010612362799693204,"(0, 16, 3)","(1, 16, 2)"
1.7034418328264174,0.01197080995364142,"(0, 7, 1)","(0, 7, 0)"
1.7073442408885597,0.009348200814839794,"(0, 17, 0)","(1, 17, 1)"
1.7139703707076777,0.01816699811740824,"(1, 12, 3)","(2, 12, 2)"
1.714850740083449,0.0004231255258010509,"(8, 24, 0)","(8, 24, 1)"
1.7148507400836763,0.00042312552580106913,"(7, 24, 3)","(8, 24, 2)"
1.734672903494868,1.179662000666512e-06,"(4, 29, 1)","(6, 28, 0)"
1.7405865182972775,3.970723388983993e-05,"(0, 5, 3)","(1, 4, 2)"
1.742617207472076,0.015380092894469899,"(0, 6, 3)","(1, 6, 2)"
1.7483776299676066,1.575365177083569e-05,"(2, 19, 2)","(3, 18, 3)"
1.7579267742670481,1.7125623098226715e-05,"(11, 24, 0)","(11, 24, 1)"
1.7579267742671618,1.7125623098226058e-05,"(10, 24, 3)","(11, 24, 2)"
1.7718335568738848,0.009859569627464577,"(1, 4, 0)","(1, 4, 1)"
1.787280312626251,0.00942705006063804,"(3, 17, 2)","(4, 17, 3)"
1.7949555891135134,0.009426786864714962,"(3, 17, 1)","(3, 17, 0)"
1.8067231272736137,0.001917588062198467,"(6, 22, 0)","(6, 22, 1)"
1.8067232368206305,0.0019175880646731024,"(5, 22, 3)","(6, 22, 2)"
1.80894689898399,0.018022318589885133,"(2, 11, 3)","(2, 11, 2)"
1.8103462556389118,0.01782722872968093,"(1, 8, 1)","(2, 8, 0)"
1.8110426227729448,0.01284509921870674,"(0, 5, 0)","(1, 5, 1)"
1.81154511295723,0.011940917707209486,"(0, 6, 3)","(0, 7, 2)"
1.821527772541577,0.0116747029884052,"(0, 8, 2)","(0, 8, 3)"
1.8294758221962226,0.006676626287837852,"(1, 12, 3)","(1, 13, 2)"
1.8401539104135622,0.00028531930113272663,"(8, 24, 1)","(9, 24, 0)"
1.840153910413619,0.0002853193011327734,"(8, 24, 2)","(8, 24, 3)"
1.853038423929533,0.018768634099461896,"(1, 9, 1)","(1, 9, 0)"
1.8677081948969203,3.632832965084747e-05,"(10, 24, 1)","(11, 24, 0)"
1.8677081948969771,3.63283296508472e-05,"(10, 24, 2)","(10, 24, 3)"
1.8677281139052297,0.0009424634186758706,"(7, 23, 3)","(7, 23, 2)"
1.8677281141048923,0.000942463418678536,"(6, 23, 0)","(7, 23, 1)"
1.8685598483644412,0.0016016448345655579,"(2, 29, 0)","(2, 30, 1)"
1.8733532370896455,0.0010632865536995024,"(0, 27, 3)","(0, 27, 2)"
1.8733570124031758,0.001063286533797765,"(0, 27, 1)","(0, 27, 0)"
1.874534601943993,0.024042533431542713,"(0, 5, 1)","(0, 6, 0)"
1.8828348288666996,0.00955186043918564,"(0, 4, 3)","(1, 4, 2)"
1.884984944745451,0.020552091200380696,"(0, 4, 0)","(0, 5, 1)"
1.8868423342815106,0.002777019673954079,"(2, 22, 3)","(2, 23, 2)"
1.8880138872963244,2.3088931074629125e-05,"(1, 19, 0)","(3, 18, 1)"
1.9110239631905657,0.010614651320140537,"(0, 10, 0)","(0, 10, 1)"
1.9121528035038855,0.005487779720732526,"(1, 3, 3)","(1, 3, 2)"
1.9176278012785133,0.00018527325938592996,"(9, 24, 0)","(9, 24, 1)"
1.9176278012786838,0.00018527325938592093,"(8, 24, 3)","(9, 24, 2)"
1.931071487304564,6.732650543927954e-05,"(9, 24, 3)","(10, 24, 2)"
1.9310714873047345,6.732650543927164e-05,"(10, 24, 0)","(10, 24, 1)"
1.9419811744470081,0.0072148241604715994,"(4, 18, 0)","(4, 18, 1)"
1.9430010236969935,0.007214841019057184,"(3, 18, 3)","(4, 18, 2)"
1.944732525332192,0.011146959032865516,"(0, 9, 1)","(0, 9, 0)"
1.9473243062761298,0.002776200557995713,"(5, 21, 2)","(6, 21, 3)"
1.947325520400824,0.00277620059307693,"(5, 21, 1)","(5, 21, 0)"
1.947805524835644,0.00011497495370516222,"(9, 24, 2)","(9, 24, 3)"
1.9478055248358146,0.00011497495370513731,"(9, 24, 1)","(10, 24, 0)"
1.951342040448612,0.005431720424375411,"(0, 3, 0)","(1, 3, 1)"
1.9529939959366942,0.012462321222940559,"(3, 15, 3)","(3, 15, 2)"
1.9664056129811414,0.01546848857463832,"(2, 13, 2)","(3, 13, 3)"
1.9702280814354367,0.002305251135593662,"(2, 29, 1)","(2, 30, 0)"
1.9763569408488735,0.012458527148330654,"(2, 15, 0)","(3, 15, 1)"
1.9823383180218528,0.017806781571877976,"(1, 11, 0)","(2, 11, 1)"
1.9940449498222677,8.517074569132941e-07,"(1, 29, 0)","(3, 28, 1)"
1.9944021429249403,0.0023063385163531775,"(2, 29, 3)","(2, 30, 2)"
2.001279932258413,1.4813510831718104e-05,"(1, 20, 2)","(3, 19, 3)"
2.0166961711239537,0.005384249288701407,"(4, 19, 2)","(5, 19, 3)"
2.0168152182604615,0.005384253148485646,"(4, 19, 1)","(4, 19, 0)"
2.01770473872719,0.003916475288344799,"(5, 20, 0)","(5, 20, 1)"
2.0177172781089894,0.0039164757092937045,"(4, 20, 3)","(5, 20, 2)"
2.0192977848806564,0.009340966069423595,"(1, 9, 1)","(1, 10, 0)"
2.020035679376818,1.955510628573833e-05,"(1, 19, 1)","(3, 18, 0)"
2.0247107283167836,0.017297750635232395,"(1, 8, 2)","(1, 8, 3)"
2.0312234527333715,0.0031744767377837866,"(1, 29, 0)","(1, 30, 1)"
2.0316076599672215,0.001287529087728953,"(0, 26, 0)","(0, 26, 1)"
2.0316152177102538,0.0012875290352027807,"(0, 26, 2)","(0, 26, 3)"
2.0327211865127595,0.003174562083573796,"(1, 29, 2)","(1, 30, 3)"
2.0333106358252664,0.015436966831206465,"(2, 13, 1)","(2, 13, 0)"
2.054737074024942,2.4114572178610806e-05,"(2, 16, 0)","(3, 15, 1)"
2.064700694959627,0.009116002567807504,"(0, 1, 2)","(0, 2, 3)"
2.0678147582371302,0.010480095136978182,"(0, 10, 2)","(0, 10, 3)"
2.0840114023903205,0.02489704842386434,"(0, 5, 3)","(0, 6, 2)"
2.084606808559517,0.01541278182724254,"(1, 7, 2)","(2, 7, 3)"
2.087412700752708,4.626097361523477e-06,"(3, 24, 1)","(4, 23, 0)"
2.0884421676964564,0.0006684423028615337,"(7, 23, 2)","(8, 23, 3)"
2.0884421676998954,0.0006684423028615561,"(7, 23, 1)","(7, 23, 0)"
2.0890066735667574,0.00979123717025509,"(0, 11, 3)","(0, 11, 2)"
2.0943711031918326,0.0018629484415651745,"(2, 28, 3)","(2, 29, 2)"
2.1099716971828855,0.005063112143836982,"(2, 17, 1)","(2, 18, 0)"
2.1201407509667263,1.0271251642977247e-05,"(1, 21, 1)","(3, 20, 0)"
2.121584952729922,9.794192493765268e-06,"(0, 4, 0)","(1, 3, 1)"
2.1259519965716436,0.0014252004342398131,"(6, 22, 1)","(7, 22, 0)"
2.125951999189027,0.0014252004342875354,"(6, 22, 2)","(6, 22, 3)"
2.127446100676565,0.0016114032852298382,"(2, 29, 2)","(2, 30, 3)"
2.127739438712723,0.004296723523374701,"(1, 29, 1)","(1, 30, 0)"
2.127799994009507,0.00429672797312863,"(1, 29, 3)","(1, 30, 2)"
2.142738238983859,0.008404983951712228,"(0, 1, 1)","(1, 2, 0)"
2.145795325543105,0.0027658604788619585,"(2, 23, 0)","(2, 24, 1)"
2.150652898804358,0.028571498476769777,"(0, 6, 2)","(0, 7, 3)"
2.150812805520026,0.017068005227278298,"(2, 10, 0)","(2, 10, 1)"
2.160983595525778,2.359446610013926e-05,"(1, 18, 2)","(3, 17, 3)"
2.171132354868419,0.0015482063607520887,"(0, 25, 3)","(0, 25, 2)"
2.17114741910045,0.0015482062231192406,"(0, 25, 1)","(0, 25, 0)"
2.185816971282474,0.009737491278414999,"(0, 11, 1)","(0, 11, 0)"
2.1911880011679195,0.01521516329991258,"(1, 7, 1)","(1, 7, 0)"
2.1949105080835487,0.015700483485239437,"(0, 7, 0)","(0, 8, 1)"
2.208475452072591,0.009873348051050262,"(3, 16, 1)","(4, 16, 0)"
2.2117979438057063,0.00987324294606838,"(3, 16, 2)","(3, 16, 3)"
2.2312357356962664,3.295525377642346e-05,"(1, 13, 2)","(2, 12, 3)"
2.2365877660012075,0.002732804621153883,"(2, 28, 2)","(2, 29, 3)"
2.236984169659472,0.008982172629352043,"(0, 12, 0)","(0, 12, 1)"
2.238618909804437,0.01697901891140627,"(1, 10, 3)","(2, 10, 2)"
2.260116395417441,0.00045885135169830874,"(8, 23, 3)","(8, 23, 2)"
2.2601163954174694,0.0004588513516983139,"(7, 23, 0)","(8, 23, 1)"
2.260935047114515,0.005773360167811963,"(0, 29, 0)","(0, 30, 1)"
2.2609365039626255,0.005773360307204013,"(0, 29, 2)","(0, 30, 3)"
2.263476500558177,0.007672352719353183,"(1, 13, 0)","(1, 14, 1)"
2.265245568074704,0.0021240527398012003,"(2, 27, 0)","(2, 28, 1)"
2.2732527145994386,3.146885215185708e-05,"(0, 7, 2)","(1, 6, 3)"
2.2770361797959175,0.02898336492250299,"(0, 6, 0)","(0, 7, 1)"
2.2784529710858124,0.0027351468413128162,"(2, 28, 0)","(2, 29, 1)"
2.283873328383663,0.0037808885998920844,"(1, 28, 3)","(1, 29, 2)"
2.2866281468367333,0.003781081332135821,"(1, 28, 1)","(1, 29, 0)"
2.291912946596838,0.0018486916674042755,"(0, 24, 0)","(0, 24, 1)"
2.2919428311670913,0.0018486913093600252,"(0, 24, 2)","(0, 24, 3)"
2.2945145217047873,0.00896061823303781,"(0, 12, 2)","(0, 12, 3)"
2.2965433045918076,1.0654572380012038e-05,"(10, 23, 0)","(11, 23, 1)"
2.296543304591978,1.0654572380009307e-05,"(11, 23, 3)","(11, 23, 2)"
2.300482061624381,0.012599070343083905,"(1, 6, 1)","(2, 6, 0)"
2.302120149608797,3.7948419641191374e-05,"(1, 10, 0)","(2, 9, 1)"
2.314991670815914,0.0026987950447994406,"(2, 24, 3)","(2, 25, 2)"
2.3154162025014955,0.0020999063912062153,"(6, 21, 3)","(6, 21, 2)"
2.315416235173643,0.0020999063920115026,"(5, 21, 0)","(6, 21, 1)"
2.3213203316809583,0.015241561410456118,"(2, 12, 1)","(3, 12, 0)"
2.3366469458245547,0.012682873510973386,"(3, 14, 0)","(3, 14, 1)"
2.34580840458381,0.012536805825359357,"(1, 6, 2)","(1, 6, 3)"
2.3471235002840984,0.012681283429058228,"(2, 14, 3)","(3, 14, 2)"
2.352820421473666,0.015228390672189717,"(2, 12, 2)","(2, 12, 3)"
2.3574355429628966,0.00818518772172525,"(0, 13, 3)","(0, 13, 2)"
2.3611881546682696,0.005118434841106843,"(1, 28, 2)","(1, 29, 3)"
2.361305258689356,0.0051184453235430145,"(1, 28, 0)","(1, 29, 1)"
2.367690393663537,0.0023652358846725143,"(2, 26, 3)","(2, 27, 2)"
2.3711123257542184,0.009949402012820118,"(0, 2, 1)","(0, 3, 0)"
2.375547248205393,0.00762899014233628,"(4, 17, 3)","(4, 17, 2)"
2.3759509113672124,0.007628997560881079,"(3, 17, 0)","(4, 17, 1)"
2.383672729549289,0.0003033308291048315,"(8, 23, 2)","(9, 23, 3)"
2.383672729549346,0.0003033308291048527,"(8, 23, 1)","(8, 23, 0)"
2.386833150164648,6.57511868429973e-06,"(1, 22, 2)","(3, 21, 3)"
2.387842496488844,0.002563296429716625,"(2, 25, 0)","(2, 26, 1)"
2.390618087014758,0.008176471272091347,"(0, 13, 1)","(0, 13, 0)"
2.391854318237929,0.032342359301724743,"(0, 7, 1)","(0, 8, 0)"
2.393788291499874,0.0010289649735545471,"(7, 22, 0)","(7, 22, 1)"
2.393788291548873,0.0010289649735551747,"(6, 22, 3)","(7, 22, 2)"
2.393930651472658,0.002192110622229559,"(0, 23, 3)","(0, 23, 2)"
2.3939896303948416,0.0021921096974549504,"(0, 23, 1)","(0, 23, 0)"
2.40697675892352,3.0118204352991325e-05,"(10, 23, 1)","(10, 23, 0)"
2.4069767589235767,3.011820435298852e-05,"(10, 23, 2)","(11, 23, 3)"
2.407717472621556,2.606374370043317e-05,"(1, 17, 1)","(3, 16, 0)"
2.42658845229505,0.007739175649132465,"(0, 29, 1)","(0, 30, 0)"
2.42658846819495,0.00773917565112796,"(0, 29, 3)","(0, 30, 2)"
2.431486631071156,0.011515186829742357,"(1, 10, 2)","(1, 11, 3)"
2.435799178937259,0.0030145279714112725,"(5, 20, 1)","(6, 20, 0)"
2.435799564484597,0.003014527983462889,"(5, 20, 2)","(5, 20, 3)"
2.437182465157658,0.015700576792153396,"(2, 9, 3)","(2, 9, 2)"
2.44614871024568,1.434677732107448e-05,"(2, 20, 2)","(4, 19, 3)"
2.4530694912939808,0.0074066997448746265,"(0, 14, 0)","(0, 14, 1)"
2.4597465197464317,0.00019163633335428807,"(8, 23, 0)","(9, 23, 1)"
2.4597465197468296,0.00019163633335426663,"(9, 23, 3)","(9, 23, 2)"
2.46461382373176,0.03253611703232455,"(0, 7, 3)","(0, 8, 2)"
2.467025953271218,0.005745477011985818,"(4, 18, 1)","(5, 18, 0)"
2.46706945093365,0.005745478520351187,"(4, 18, 2)","(4, 18, 3)"
2.4673024714975966,0.009250401439325524,"(1, 5, 2)","(2, 5, 3)"
2.4711173075663737,6.275710823116666e-05,"(10, 23, 3)","(10, 23, 2)"
2.471117307566658,6.275710823116639e-05,"(9, 23, 0)","(10, 23, 1)"
2.471761296640153,0.0074031552092957515,"(0, 14, 2)","(0, 14, 3)"
2.473729858148431,0.005389693227492303,"(2, 18, 2)","(2, 19, 3)"
2.475404951764318,0.006864359718856455,"(0, 28, 3)","(0, 29, 2)"
2.475407895281478,0.006864360059698873,"(0, 28, 1)","(0, 29, 0)"
2.4771300032415695,0.01566692743504887,"(1, 9, 0)","(2, 9, 1)"
2.477159953212066,0.0025811959152972084,"(0, 22, 0)","(0, 22, 1)"
2.4772756899495505,0.002581193543675138,"(0, 22, 2)","(0, 22, 3)"
2.479237986169238,0.003200531628692998,"(2, 27, 1)","(2, 28, 0)"
2.483031712772192,0.009235382491849157,"(1, 5, 1)","(1, 5, 0)"
2.4866061792912433,0.004216237934638655,"(5, 19, 3)","(5, 19, 2)"
2.4866104386365464,0.00421623808812758,"(4, 19, 0)","(5, 19, 1)"
2.4869029287459767,2.1785159532301434e-05,"(1, 18, 3)","(3, 17, 2)"
2.4887866866597506,0.00011424396831860882,"(9, 23, 2)","(10, 23, 3)"
2.4887866866600348,0.00011424396831862903,"(9, 23, 1)","(9, 23, 0)"
2.5075840973266565,0.0018831279307173795,"(2, 28, 1)","(2, 29, 0)"
2.5176214350145187,0.004458434121986086,"(1, 27, 0)","(1, 28, 1)"
2.522645777513702,0.0044588632937656225,"(1, 27, 2)","(1, 28, 3)"
2.52594016490427,0.019399408723570134,"(0, 8, 3)","(0, 9, 2)"
2.5260272838903575,0.006654820006940888,"(0, 15, 3)","(0, 15, 2)"
2.5363563598386847,0.006653376455719121,"(0, 15, 1)","(0, 15, 0)"
2.541564649489601,0.0030181285171566887,"(0, 21, 3)","(0, 21, 2)"
2.541790337545933,0.0030181224776198935,"(0, 21, 1)","(0, 21, 0)"
2.5507985420144905,0.003205500907850472,"(2, 27, 3)","(2, 28, 2)"
2.5592538848438835,8.323603368852492e-06,"(2, 22, 3)","(4, 21, 2)"
2.576028937700727,0.00604211817393663,"(1, 27, 1)","(1, 28, 0)"
2.5762541286611906,0.006042142572989681,"(1, 27, 3)","(1, 28, 2)"
2.5777846145712644,0.0059369646837073905,"(0, 16, 0)","(0, 16, 1)"
2.583402313777391,0.005936377780401548,"(0, 16, 2)","(0, 16, 3)"
2.5870910444396458,0.003504369642286221,"(0, 20, 0)","(0, 20, 1)"
2.5875280653008446,0.0035043543677286816,"(0, 20, 2)","(0, 20, 3)"
2.594942279853008,0.005183928762366237,"(1, 4, 1)","(2, 4, 0)"
2.598807296264397,0.010149485809536512,"(3, 15, 2)","(4, 15, 3)"
2.598976659575028,0.005181821040407522,"(1, 4, 2)","(1, 4, 3)"
2.600149561945557,0.010149445949284389,"(3, 15, 1)","(3, 15, 0)"
2.603409214256592,0.035332252444516675,"(0, 8, 2)","(0, 9, 3)"
2.609289286421401,0.0052591773417225395,"(0, 17, 3)","(0, 17, 2)"
2.612000183836699,0.0007190775778594139,"(7, 22, 1)","(8, 22, 0)"
2.612000183837381,0.0007190775778593376,"(7, 22, 2)","(7, 22, 3)"
2.6123037351786706,0.0052589396308277865,"(0, 17, 1)","(0, 17, 0)"
2.6136561867766517,0.004040488909321506,"(0, 19, 3)","(0, 19, 2)"
2.6144958185826823,0.004040450536111797,"(0, 19, 1)","(0, 19, 0)"
2.6195677629491403,0.011131414338718648,"(0, 3, 2)","(0, 4, 3)"
2.619937675742434,0.007695367587894734,"(0, 2, 2)","(1, 3, 3)"
2.621127652562862,0.004625995152919921,"(0, 18, 0)","(0, 18, 1)"
2.6223534488398172,0.00917309059719697,"(0, 28, 2)","(0, 29, 3)"
2.622353482255278,0.009173090602242345,"(0, 28, 0)","(0, 29, 1)"
2.6227265980412824,0.004625899363542127,"(0, 18, 2)","(0, 18, 3)"
2.630713976199985,2.345088166468592e-06,"(4, 26, 0)","(5, 25, 1)"
2.6307807105494874,0.0015433075650521965,"(6, 21, 2)","(7, 21, 3)"
2.6307807112298462,0.001543307565065489,"(6, 21, 1)","(6, 21, 0)"
2.6337521663784003,0.014648640642567354,"(2, 11, 2)","(3, 11, 3)"
2.63734168861356,8.16604155638981e-05,"(3, 30, 0)","(4, 30, 1)"
2.6438614572584047,0.035422872355984424,"(0, 8, 0)","(0, 9, 1)"
2.6473154112915793,0.014643547110032339,"(2, 11, 1)","(2, 11, 0)"
2.6541957418587643,0.008710238614818774,"(1, 14, 3)","(1, 15, 2)"
2.6712409167561475,0.008091652218520835,"(0, 27, 0)","(0, 28, 1)"
2.671246842914286,0.008091653043457983,"(0, 27, 2)","(0, 28, 3)"
2.6776531394436347,0.013857910932106112,"(2, 8, 0)","(2, 8, 1)"
2.6856484765459356,0.012635564195301138,"(3, 13, 3)","(3, 13, 2)"
2.6899958659827874,0.012634943444843547,"(2, 13, 0)","(3, 13, 1)"
2.693698802025981,0.013846688626805189,"(1, 8, 3)","(2, 8, 2)"
2.6948122670485475,0.003698700963762404,"(2, 26, 2)","(2, 27, 3)"
2.705626988202269,7.800952815256504e-06,"(3, 21, 3)","(4, 20, 2)"
2.7203836677550157,4.861409128620872e-07,"(1, 30, 3)","(3, 29, 2)"
2.732140498065121,0.005203052712793091,"(1, 26, 3)","(1, 27, 2)"
2.7412190113729764,0.00520399475502772,"(1, 26, 1)","(1, 27, 0)"
2.743986387349196,4.50341438607188e-06,"(3, 24, 2)","(5, 23, 3)"
2.7451246548268955,2.640228622748343e-05,"(1, 16, 2)","(3, 15, 3)"
2.769533553701649,0.005652076559080676,"(2, 19, 1)","(2, 20, 0)"
2.77225106119306,0.007066394526910185,"(1, 26, 2)","(1, 27, 3)"
2.7726814619488778,0.00706645062514474,"(1, 26, 0)","(1, 27, 1)"
2.7811711044105465,0.007916124392326276,"(4, 16, 0)","(4, 16, 1)"
2.781320014149358,0.007916127306769495,"(3, 16, 3)","(4, 16, 2)"
2.781733448292073,0.0004839616459823987,"(8, 22, 0)","(8, 22, 1)"
2.7817334482921012,0.00048396164598230826,"(7, 22, 3)","(8, 22, 2)"
2.7894584280914962,0.037558492758219104,"(0, 9, 1)","(0, 10, 0)"
2.791442895491329,0.013721957797520444,"(1, 11, 1)","(1, 12, 0)"
2.7992656097888187,0.00225523072308044,"(6, 20, 0)","(6, 20, 1)"
2.7992656188098977,0.0022552307233186138,"(5, 20, 3)","(6, 20, 2)"
2.799474457143731,0.010782999943825384,"(0, 27, 1)","(0, 28, 0)"
2.799474527234679,0.010782999956467292,"(0, 27, 3)","(0, 28, 2)"
2.80020912398982,0.02263674845122241,"(0, 9, 0)","(0, 10, 1)"
2.8019167368704956,3.956593541712993e-06,"(1, 23, 1)","(3, 22, 0)"
2.811366198052184,0.037600777966770874,"(0, 9, 3)","(0, 10, 2)"
2.8122914318421035,0.012573437280448178,"(0, 4, 1)","(0, 5, 0)"
2.815320444665673,0.0037090923357772413,"(2, 26, 0)","(2, 27, 1)"
2.848444190442706,0.009455366924883983,"(0, 26, 3)","(0, 27, 2)"
2.8484560757116526,0.009455368900808848,"(0, 26, 1)","(0, 27, 0)"
2.8782245229253363,0.0042108816289912875,"(2, 25, 1)","(2, 26, 0)"
2.8802554149256316,0.011481765928144413,"(2, 7, 3)","(2, 7, 2)"
2.8857741237629035,0.011478672416999788,"(1, 7, 0)","(2, 7, 1)"
2.8907389547148483,0.006015254898283739,"(4, 17, 2)","(5, 17, 3)"
2.890753741790448,0.006015255434336702,"(4, 17, 1)","(4, 17, 0)"
2.895751224575122,0.0010980308792521106,"(7, 21, 3)","(7, 21, 2)"
2.8957512245860926,0.0010980308792522904,"(6, 21, 0)","(7, 21, 1)"
2.899017619769012,0.0032106053971200296,"(5, 19, 2)","(6, 19, 3)"
2.89901773328873,0.0032106054008834454,"(5, 19, 1)","(5, 19, 0)"
2.9037567928137946,0.0003112966617857386,"(8, 22, 2)","(8, 22, 3)"
2.90375679281388,0.00031129666178575133,"(8, 22, 1)","(9, 22, 0)"
2.908624430280355,1.1700835108373386e-06,"(4, 28, 1)","(5, 27, 0)"
2.9093405886369226,0.0021652723984450064,"(2, 27, 2)","(2, 28, 3)"
2.90998555977216,0.013639944364619285,"(2, 10, 1)","(3, 10, 0)"
2.91525091591258,0.013638178134626748,"(2, 10, 2)","(2, 10, 3)"
2.9194053833388978,2.3344931467494338e-06,"(3, 26, 3)","(5, 25, 2)"
2.923326118998034,1.8596529706380673e-05,"(10, 22, 1)","(11, 22, 0)"
2.923326118998034,1.8596529706374937e-05,"(10, 22, 2)","(10, 22, 3)"
2.926850595575303,0.006006156190030924,"(1, 25, 0)","(1, 26, 1)"
